gene,qval_6h,ratio_6h,qval_1d,ratio_1d,qval_3d,ratio_3d,qval_7d,ratio_7d
EOGT,0.922811,1.04956,0.126345,1.28186,0.969584,0.95975,0.997914,0.986945
EOMES,0.815515,1.12187,0.862537,0.952078,0.98676,1.02485,0.997914,1.02328
EP300,0.605933,1.12834,0.471346,1.08032,0.938598,1.0453,0.999088,0.998406
EP400,0.826471,1.0477,0.00401002,0.80795,0.951873,1.03036,0.957255,1.08503
EP400NL,0.58509,0.900835,0.105627,0.888988,0.866552,0.935773,0.957255,0.929074
EPAS1,0.865903,0.933268,0.019998,1.3774,0.871588,0.879767,0.945949,0.8547
EPB41,0.656171,1.17709,0.170379,0.812318,0.89277,0.895094,0.997914,1.04106
EPB41L1,0.536284,0.861193,0.958671,1.00686,0.829735,0.915418,0.993745,0.955648
EPB41L2,0.513412,1.22843,0.147369,1.14909,0.896291,1.07097,0.97299,1.08867
EPB41L3,0.99943,1.00059,5.86E-11,3.56077,0.469529,1.50713,0.997914,1.03648
EPB41L4A,0.990666,0.995709,0.849368,1.02516,0.945277,1.03774,0.997914,1.02228
EPB41L4A-AS2,0.58509,0.840954,0.341616,0.880795,0.801644,0.863939,0.962947,0.88885
EPB41L4B,0.589158,0.912328,0.882433,0.985342,0.944545,0.97271,0.967231,0.939958
EPB41L5,0.935871,1.03156,0.872917,1.02985,0.858051,0.891159,0.998836,1.00861
EPB42,0.974629,0.978556,0.720812,1.09484,0.949,1.07583,0.995966,1.08652
EPC1,0.906539,1.02981,0.0306151,0.84186,0.896291,0.941521,0.938408,1.09758
EPC2,0.666708,1.1389,0.552997,0.915754,0.883018,0.906338,0.997914,1.04073
EPCAM,0.743056,0.948359,0.837857,1.01958,0.896291,1.04815,0.984213,1.04889
EPDR1,0.545802,0.839148,0.542352,0.930396,0.678625,0.852548,0.979422,0.919953
EPG5,0.571693,1.15254,3.80E-05,1.42732,0.73876,1.14251,0.979422,1.08455
EPGN,0.605524,0.913964,0.149662,0.904498,0.979297,0.987104,0.99171,1.0449
EPHA1,0.955645,1.01825,0.0644231,0.840579,0.935117,0.952851,0.997914,0.972942
EPHA10,0.551561,0.836606,0.728459,1.0491,0.857457,0.906577,0.997914,0.972794
EPHA10,0.784035,0.924626,0.953021,1.01074,0.852796,0.895817,0.657291,0.803059
EPHA2,0.563161,0.878494,0.836395,0.975761,0.898703,0.944139,0.957815,0.92222
EPHA3,0.703067,0.94624,0.265384,1.07217,0.923964,1.03395,0.919856,1.07257
EPHA4,0.850603,1.12386,0.263343,0.763672,0.871588,0.820059,0.993753,1.1227
EPHA5,0.683246,0.912203,0.623382,0.945265,0.984695,0.986422,0.994945,0.957845
EPHA6,0.575945,0.87412,0.916459,0.98486,0.855251,0.915713,0.997914,1.0112
EPHA6,0.550362,0.85021,0.805538,0.968187,0.896281,0.934955,0.996577,0.962503
EPHA7,0.531231,0.865994,0.322452,0.921019,0.841354,0.924402,0.993745,0.956207
EPHA8,0.609712,0.860985,0.905742,0.978613,0.855251,0.894044,0.997914,0.961903
EPHB1,0.626265,0.853713,0.882126,0.971055,0.883018,0.901131,0.993753,0.935842
EPHB2,0.795444,0.905451,1.77E-07,2.08172,0.0990226,1.6812,0.964508,1.15348
EPHB3,0.626164,0.891099,0.17993,0.8778,0.855835,0.913116,0.995966,0.960542
EPHB4,0.696999,0.912677,0.211198,0.882801,0.878769,0.924076,0.980945,0.923722
EPHB6,0.930556,1.02832,3.49E-05,0.680862,0.827216,0.894011,0.997216,0.959845
EPHX1,0.843974,0.960651,0.531504,0.94476,0.773394,1.10375,0.977537,0.936068
EPHX2,0.755755,1.11691,2.91E-06,0.543924,0.823239,0.854307,0.993753,1.07471
EPHX3,0.806602,0.926622,0.78336,0.954961,0.965879,1.03458,0.994235,0.942695
EPHX4,0.544994,0.86163,0.0957631,0.872536,0.76496,0.895325,0.756545,0.868292
EPM2A,0.999084,1.00035,0.572385,0.957181,0.850805,0.939326,0.997914,1.0052
EPM2AIP1,0.811517,1.07724,0.550282,0.916731,0.858214,0.892618,0.998337,1.00948
EPN1,0.85365,0.935569,0.999786,0.999938,0.967507,1.03632,0.938408,0.863832
EPN2,0.534574,0.842573,0.0857011,0.855512,0.594961,0.842244,0.957255,0.911376
EPN3,0.544994,0.809732,0.510259,0.912151,0.828682,0.879657,0.967643,0.896336
EPO,0.592036,0.865013,0.933654,0.985984,0.958991,0.966773,0.993753,0.948428
EPOR,0.616324,0.877885,0.610764,0.93658,0.938463,0.951553,0.977845,0.914524
EPPIN-WFDC6,0.852186,0.94736,0.104889,1.18628,0.863473,1.10275,0.968877,1.10244
EPPIN-WFDC6,0.64281,0.860494,0.816824,0.957598,0.874881,0.895405,0.984213,0.907126
EPRS,0.712624,1.10035,8.57E-05,0.686764,0.789889,0.876909,0.993745,1.06091
EPS15,0.58058,1.19656,0.14438,1.20087,0.916134,1.07908,0.994235,1.06229
EPS15L1,0.68498,1.0981,0.00255244,0.773589,0.913517,0.943138,0.997914,0.983169
EPS8,0.55836,1.2072,0.954143,0.989454,0.260662,1.37009,0.997914,1.02942
EPS8L1,0.542232,0.860204,0.935908,0.989339,0.842683,0.918866,0.879059,0.894717
EPS8L2,0.634045,0.893635,0.604439,0.940908,0.893902,0.932505,0.997914,0.969832
EPS8L3,0.637343,0.9012,0.902479,0.983036,0.815957,0.903724,0.997914,0.977361
EPSTI1,0.943763,1.06835,2.01E-09,5.47743,0.0349856,3.26869,0.861457,1.49972
EPT1,0.957613,0.963922,0.00641057,1.66787,0.994283,1.0097,0.970094,1.20433
EPWW6493,0.7577,0.896363,0.0155328,0.7278,0.380684,0.711083,0.687528,0.767065
EPX,0.525981,0.811522,0.993318,1.00133,0.897693,0.928616,0.993745,0.940444
EPYC,0.871629,0.976773,0.441667,0.955482,0.827128,1.05844,0.997914,1.01729
EQTN,0.556605,0.881669,0.112978,0.886882,0.945277,0.968591,0.677228,0.865145
ERAL1,0.909668,1.03187,0.358522,0.910693,0.968056,0.976241,0.997914,0.975587
ERAP1,0.691821,1.14525,0.292636,1.17164,0.991699,1.01017,0.997914,1.04282
ERAP2,0.967347,1.08474,0.261077,1.98129,0.979887,1.11345,0.997914,1.05722
ERAS,0.55077,0.800773,0.491221,0.902026,0.762316,0.842829,0.687528,0.786817
ERBB2,0.525981,0.881496,1.23E-05,0.778028,0.924972,1.0358,0.881534,0.919569
ERBB2IP,0.617236,1.22008,0.1106,1.28507,0.954121,1.05809,0.997914,1.01273
ERBB3,0.68031,0.916315,0.607068,1.05668,0.966836,0.976683,0.994119,1.04343
ERBB4,0.619876,0.915841,0.787858,1.02674,0.983285,1.01154,0.997914,1.02185
ERC1,0.714591,1.08554,0.520971,1.07227,0.945359,0.963004,0.919032,1.11492
ERC2,0.593532,0.874717,0.714095,0.953576,0.994472,0.995567,0.997914,0.987103
ERC2-IT1,0.531231,0.829398,0.912968,0.983035,0.980103,1.01837,0.997914,0.97363
ERCC1,0.99577,0.996629,0.00546976,0.673663,0.99015,0.986215,0.997216,0.939833
ERCC2,0.937864,0.982626,0.00193684,0.820665,0.91121,1.04602,0.977537,1.06309
ERCC3,0.518557,1.1633,0.773259,1.02877,0.612324,1.13804,0.656431,1.14987
ERCC4,0.699441,1.09104,0.0783661,1.1713,0.902003,1.0657,0.684609,1.18943
ERCC5,0.632041,1.13228,0.0423027,0.817684,0.913708,1.06696,0.996577,1.04399
ERCC6,0.760966,1.10908,0.88853,1.02956,0.971645,0.968115,0.997914,1.03459
ERCC6L,0.886978,0.964923,0.827356,0.972784,0.89319,1.06754,0.91326,1.11347
ERCC6L2,0.686736,1.18589,0.939189,0.979288,0.99674,0.996164,0.98961,1.12318
ERCC8,0.850291,1.04883,0.00144567,0.765181,0.845573,0.911154,0.993745,1.05415
ERCC8,0.905159,0.975579,0.369162,0.932599,0.77132,1.09617,0.837763,0.900312
EREG,0.811074,0.826895,0.0125413,2.03543,0.896291,0.801456,0.997914,1.03318
ERF,0.568411,0.865899,0.995479,1.00081,0.949222,1.03613,0.997914,0.99136
ERG,0.557585,0.866061,0.796841,0.968807,0.949222,0.967122,0.993745,0.951192
ERGIC1,0.844454,1.05805,0.690309,1.05721,0.968029,1.02845,0.997914,1.03264
ERGIC2,0.742632,1.15117,0.955476,0.984635,0.844446,1.18934,0.994589,1.0858
ERGIC3,0.948897,1.02329,6.07E-09,0.539396,0.410666,0.774661,0.993753,0.945393
ERH,0.92229,1.07074,0.457954,0.82302,0.99015,0.977867,0.997914,1.08747
ERI1,0.846896,1.07313,0.0282409,1.32271,0.924972,1.07842,0.998861,1.00807
ERI2,0.917832,0.97608,0.0782532,1.14207,0.733953,1.11611,0.997914,0.975295
ERI3,0.946905,1.02962,0.00750037,0.718684,0.90786,0.915407,0.997914,0.965358
ERICH1,0.927754,0.966625,0.694549,1.06372,0.96908,1.03123,0.997914,1.04175
ERICH1-AS1,0.531231,0.847625,0.160496,0.881986,0.883909,0.932317,0.961207,0.9176
ERICH3,0.603689,0.902988,0.486107,0.938817,0.988144,0.990588,0.923153,0.913579
ERICH5,0.615815,0.902292,0.916401,1.0137,0.877506,0.93457,0.922033,1.10044
ERICH6,0.575991,0.901852,0.953021,1.00668,0.855251,0.934727,0.9684,0.937097
ERICH6B,0.743988,1.04827,0.709289,1.02904,0.630376,1.1074,0.937216,1.06727
ERLEC1,0.595518,1.17962,0.766928,0.95186,0.99015,0.988327,0.993745,1.0679
ERLIN1,0.824426,1.11316,0.003195,1.64333,0.490411,1.47651,0.997914,1.04328
ERLIN2,0.658662,1.09335,9.01E-05,1.3364,0.662454,1.14618,0.972368,1.0764
ERMAP,0.581196,0.925678,0.54486,1.04007,0.947797,0.978616,0.994509,0.974422
ERN1,0.975626,0.984926,0.176561,0.825862,0.820051,0.856059,0.993745,0.92147
ERN2,0.612523,0.873222,0.848407,1.03029,0.972693,0.975819,0.975944,0.910062
ERO1A,0.673898,1.08828,0.000527121,1.29147,0.889684,1.06444,0.996577,1.03408
ERO1B,0.826471,1.11875,0.0379935,1.47091,0.871764,0.844837,0.993608,1.12638
ERP27,0.64281,1.15511,0.000112905,0.644751,0.915244,1.0804,0.788885,1.22494
ERP29,0.686736,0.860189,0.230361,0.826696,0.962785,0.955401,0.994006,0.926559
ERP44,0.912617,1.04168,0.156362,1.19539,0.903338,1.0878,0.995966,1.05445
ERRFI1,0.855806,0.948207,0.0737062,1.20419,0.958829,0.965957,0.997914,1.04176
ERV3-1,0.603583,1.46652,0.038374,1.77234,0.840353,1.35179,0.993745,1.17673
ERVFRD-1,0.615271,0.879473,0.846171,0.9715,0.946155,0.959272,0.9684,1.09865
ERVFRD-2,0.794842,0.944419,0.468032,1.07482,0.893425,1.06575,0.984213,1.06612
ERVH-4,0.66915,0.784079,0.814671,1.08023,0.988889,1.02622,0.981197,0.827001
ERVH-6,0.83908,0.91226,0.652144,1.10214,0.90786,0.894367,0.994119,0.918849
ERVK3-1,0.997532,1.00145,0.149344,0.837142,0.986216,1.01725,0.992034,1.08027
ERVK3-2,0.719572,0.881297,0.799637,1.05243,0.982395,0.976216,0.997914,1.03255
ERVK-7,0.976415,0.971546,0.766042,1.11566,0.972174,1.06477,0.997914,0.975057
ERVMER34-1,0.749067,0.91031,0.916306,0.980478,0.926433,0.937208,0.937589,0.876873
ERVV-1,0.384804,0.783919,0.116325,0.87169,0.682083,0.867685,0.455333,0.807347
ERVW-1,0.871337,1.07249,0.313408,1.18316,0.830745,1.18058,0.920527,1.19996
ESAM,0.643342,0.820491,0.307845,0.826654,0.893969,0.880523,0.887299,0.797272
ESCO1,0.881628,1.05444,0.906105,0.977071,0.992043,0.991857,0.997914,1.01042
ESD,0.778731,1.14244,0.239703,0.793877,0.995608,1.00604,0.997914,1.02958
ESF1,0.834987,1.08514,0.839733,0.957286,0.964436,1.044,0.964103,1.15247
ESM1,0.907744,1.02687,0.933743,0.989707,0.760431,1.10911,0.917209,1.09738
ESPL1,0.585299,0.891765,0.56841,1.05778,0.921675,0.954474,0.99557,0.963357
ESPN,0.536284,0.796914,0.494296,0.905404,0.636971,0.806256,0.960141,0.885252
ESPNL,0.611713,0.879583,0.914561,1.01723,0.94323,0.95734,0.995966,0.956261
ESR1,0.593532,0.888483,0.510688,1.06957,0.978884,0.983593,0.999189,0.998974
ESR2,0.569756,0.902482,0.99087,1.00113,0.666328,0.894291,0.948931,0.9315
ESRP1,0.776272,0.936636,0.804707,0.968628,0.834261,0.908022,0.997914,0.96617
ESRP2,0.596703,0.867338,0.665378,0.94328,0.884052,0.919548,0.993753,0.947316
ESRRA,0.793843,0.948659,0.945556,0.991428,0.848368,1.08157,0.997914,1.02427
ESRRB,0.748537,0.92983,0.671994,1.05095,0.999057,0.999685,0.998347,1.00697
ESRRG,0.588309,0.899966,0.617063,0.954356,0.804129,0.914727,0.960497,0.929104
ESX1,0.62533,0.919676,0.885548,1.01523,0.99535,0.997481,0.995966,1.03153
ESYT1,0.749405,1.0621,4.99E-13,0.5501,0.688785,0.887278,0.977537,0.936054
ESYT2,0.767949,1.07592,8.58E-05,0.705337,0.825062,0.897515,0.997914,0.975535
ESYT3,0.647381,0.907544,0.736711,1.03963,0.903622,0.94354,0.997914,0.986777
ETAA1,0.791468,1.07388,0.0480114,0.819289,0.914091,0.93684,0.989896,1.07182
ETF1,0.650632,1.12656,0.0313663,1.242,0.945428,1.04489,0.997914,1.0356
ETFA,0.913309,1.06849,0.662576,0.893085,0.9666,0.945548,0.997914,1.03188
ETFB,0.965381,0.969086,0.681181,0.894488,0.914613,1.13787,0.989896,1.14853
ETFDH,0.554627,1.2236,0.0141136,1.31266,0.211242,1.41811,0.843008,1.19202
ETHE1,0.983535,0.989545,0.205256,0.831902,0.985464,1.0203,0.999011,0.992612
ETNK1,0.869333,1.09324,0.00566901,1.63689,0.956764,1.06693,0.999317,0.998545
ETNK2,0.602533,0.900121,0.0027638,0.805173,0.69067,0.881927,0.997914,0.97216
ETNPPL,0.729006,0.953556,0.844945,0.984185,0.728745,1.08407,0.998861,1.0033
ETS1,0.954106,1.02641,2.27E-06,0.551883,0.799378,0.84732,0.997914,1.0137
ETS2,0.627131,0.846968,0.0786998,1.26491,0.88661,0.898329,0.997914,0.984308
ETV1,0.618151,0.929865,0.96419,1.00428,0.812755,0.93506,0.854382,1.08603
ETV3,0.85135,1.06584,0.570291,1.09035,0.997039,1.00242,0.997914,0.977859
ETV3L,0.602021,0.861365,0.918431,1.01861,0.924847,1.06512,0.997914,1.03561
ETV4,0.525981,0.803471,0.823881,0.965786,0.978457,0.978865,0.963231,0.900389
ETV5,0.96234,0.951069,0.0240732,1.91751,0.98532,0.956721,0.998861,1.01984
ETV6,0.794842,1.07098,2.80E-06,1.55618,0.858541,1.10123,0.981959,0.919641
ETV7,0.956863,0.951031,4.34E-08,4.18107,0.790749,1.40629,0.997914,1.04067
EVA1A,0.593312,0.894376,0.670538,0.956395,0.926419,0.956171,0.997216,0.968008
EVA1B,0.839878,0.963006,0.217123,1.09401,0.93896,1.03352,0.997914,1.00693
EVA1C,0.821517,0.949677,5.05E-07,0.663482,0.857444,0.91985,0.997914,0.990811
EVC,0.594521,0.884333,0.122028,0.869896,0.775992,0.890091,0.81881,0.869612
EVC2,0.550362,0.884336,0.730313,0.967998,0.855251,0.934251,0.977461,0.940093
EVI2A,0.604907,1.24811,0.926507,0.975335,0.841354,1.18964,0.997914,0.984791
EVI2B,0.714591,1.11835,0.00485274,0.725535,0.958991,1.04081,0.997914,0.973014
EVI5,0.605524,1.26096,0.194576,1.26809,0.983285,0.971743,0.997914,0.973492
EVI5L,0.713505,0.92989,0.358778,0.921817,0.917118,0.952714,0.957255,0.921959
EVL,0.868767,1.05211,5.28E-07,0.597991,0.867438,0.905504,0.995966,0.952344
EVPL,0.602021,0.877128,0.546495,1.07468,0.942126,0.956965,0.997914,0.984897
EVX1,0.89739,0.962222,0.76415,1.04276,0.88075,0.920256,0.996577,0.95825
EWSAT1,0.954553,1.01174,0.840246,1.01826,0.997292,1.00075,0.999046,0.996873
EWSR1,0.726276,1.10494,0.739156,0.949673,0.78404,1.1565,0.981959,1.09829
EXD1,0.611503,0.897482,0.722582,0.96091,0.98807,0.989766,0.985586,1.06329
EXD2,0.670424,1.0941,0.990259,0.998436,0.637425,1.16074,0.94847,1.09481
EXD3,0.530548,0.833812,0.747412,0.959347,0.935517,0.953789,0.997914,0.972496
EXO1,0.887574,1.02327,0.967227,1.00383,0.198847,1.18328,0.0144893,1.30925
EXO5,0.614364,0.899075,0.984865,1.00265,0.989272,0.990808,0.962457,0.921756
EXOC1,0.558585,1.19028,4.02E-07,1.65147,0.33511,1.30808,0.972296,1.10038
EXOC2,0.680985,1.12915,0.0912923,1.22064,0.977829,1.02428,0.988529,1.08576
EXOC3,0.966994,1.01057,0.906757,0.986549,0.940222,1.03433,0.993745,1.04141
EXOC3-AS1,0.979473,0.990059,0.827153,0.967475,0.990058,1.01073,0.997914,0.977766
EXOC3L2,0.574013,0.836745,0.920637,0.980937,0.940212,0.945515,0.991446,0.925723
EXOC4,0.644926,1.11487,0.641203,0.945228,0.916884,0.94361,0.997914,1.02622
EXOC5,0.815907,1.06293,0.137624,1.16278,0.99015,1.00882,0.997914,0.977742
EXOC6,0.605558,1.20914,6.59E-05,1.69166,0.788481,1.19895,0.997914,1.02487
EXOC7,0.979947,0.993934,0.00943853,1.16972,0.284695,1.19076,0.997914,1.00795
EXOC8,0.706292,1.12452,0.0131879,1.33659,0.85907,1.12546,0.984213,1.10263
EXOG,0.986125,1.00442,0.760301,0.972391,0.871588,1.0601,0.780641,1.11643
EXOSC1,0.79501,1.08074,0.269853,0.871929,0.95978,1.03771,0.994509,1.05784
EXOSC10,0.539753,1.10927,0.741241,1.02564,0.507782,1.12453,0.988315,1.04011
EXOSC2,0.604716,1.11074,0.0242229,0.843966,0.949866,1.03082,0.923832,1.0977
EXOSC3,0.794936,1.07415,0.769895,1.04404,0.990998,1.00855,0.997914,0.981864
EXOSC4,0.94306,0.971065,0.589404,1.08774,0.843968,1.13648,0.993608,1.08019
EXOSC5,0.877342,1.06923,0.00145208,0.642698,0.974177,1.03454,0.997914,0.985799
EXOSC6,0.523416,0.862822,0.00408316,0.828762,0.728745,0.901171,0.983596,0.944103
EXOSC7,0.982468,0.984146,0.231494,0.780549,0.991493,0.985376,0.994235,1.10155
EXOSC8,0.773081,1.12871,0.0164289,0.689884,0.964576,0.953094,0.99451,1.08276
EXOSC9,0.767069,1.0905,0.791372,0.95814,0.965995,1.03284,0.983981,1.09646
EXPH5,0.838785,0.95158,0.47863,1.07833,0.939516,0.958059,0.997914,0.986827
EXT1,0.96791,0.97689,0.0589447,1.35804,0.868389,1.16091,0.997914,0.986514
EXT2,0.986125,1.00295,0.393257,0.958126,0.719372,0.935605,0.988167,0.969374
EXTL1,0.639502,0.86175,0.99217,0.998087,0.841453,0.87718,0.997914,0.967076
EXTL2,0.981094,1.0136,0.0393394,0.736202,0.995608,0.994992,0.785221,1.28867
EXTL3,0.8423,1.0368,0.724892,1.03239,0.943995,0.971232,0.989511,0.955132
EYA1,0.575991,0.882833,0.893544,0.982603,0.961789,0.974455,0.983981,0.934524
EYA2,0.551561,0.841843,0.559516,0.932006,0.907638,0.936397,0.989896,0.935716
EYA3,0.759174,1.1109,0.18084,1.20587,0.930036,1.07492,0.993745,1.0817
EYA4,0.5871,0.92265,0.713115,0.972592,0.865811,0.94945,0.980705,0.953664
EYS,0.664706,0.94222,0.599695,0.964493,0.916661,0.966747,0.997914,0.982693
EZH1,0.639165,1.21561,0.124173,0.772507,0.923964,0.909431,0.998954,0.990713
EZH2,0.569756,1.10679,0.0124148,1.16594,0.428884,1.16174,0.0346628,1.32229
EZR,0.555148,1.13023,0.0472901,0.870796,0.781103,0.911451,0.953149,1.07783
F10,0.737217,0.910493,0.747412,1.05027,0.99015,0.990235,0.997914,0.956954
F11,0.639088,0.908077,0.614162,0.949367,0.988267,0.990061,0.993745,0.956259
F12,0.623268,0.875329,0.998971,0.999794,0.858214,0.902958,0.968655,0.905179
F13A1,0.970647,0.938829,0.0061462,0.293474,0.920919,0.753507,0.997914,0.859135
F13B,0.642581,0.940242,0.332105,0.94491,0.997083,1.00087,0.984213,1.04035
F2,0.531231,0.83584,0.986003,0.997313,0.87772,0.924087,0.997914,1.00886
F2R,0.986493,0.986689,0.65613,0.888055,0.848368,0.811935,0.997914,0.970521
F2RL1,0.589076,1.15931,0.785732,1.04063,0.948207,0.95918,0.994235,0.950138
F2RL2,0.680433,0.942553,0.258931,1.07223,0.78455,1.0765,0.998164,0.995385
F2RL3,0.573656,0.826633,0.721155,0.940686,0.981798,0.977908,0.972219,0.890431
F3,0.64898,0.895594,0.0645828,1.19203,0.930749,0.949879,0.997914,0.968391
F5,0.841894,1.15513,0.164678,0.682394,0.993657,1.01361,0.995966,1.12274
F7,0.525981,0.817394,0.734833,0.954769,0.867879,0.912953,0.993608,0.9394
F8,0.525981,0.895751,0.677863,0.971341,0.91789,0.96807,0.952301,0.945622
F8A2,0.962097,0.982746,0.0818167,0.835063,0.974904,1.02341,0.997914,0.972335
F9,0.761848,0.948464,0.957514,0.994042,0.92691,0.962735,0.995966,0.969154
FA2H,0.553078,0.846521,0.985145,0.997014,0.903622,0.935988,0.994509,0.953913
FAAH,0.881628,0.932277,0.469512,0.870611,0.988836,0.981298,0.997914,0.968118
FAAH2,0.998029,1.00144,0.926562,0.977322,0.953427,0.945071,0.994119,1.07946
FAAP100,0.799942,0.938168,0.153223,0.867527,0.88661,0.926047,0.988268,0.934207
FAAP20,0.566908,0.877268,0.0191263,0.832059,0.920702,0.95228,0.993745,0.956165
FAAP20,0.600434,0.8841,0.284056,1.11135,0.961809,0.972242,0.9684,1.08895
FAAP24,0.531231,0.86691,0.537699,0.945862,0.984236,0.988455,0.997914,0.983987
FABP1,0.513412,0.746371,0.0849147,0.797432,0.826153,0.862917,0.886288,0.838033
FABP2,0.595518,0.868629,0.0979051,0.844401,0.924847,0.943638,0.999011,1.00546
FABP3,0.588736,0.777073,0.329365,1.21019,0.91121,0.89145,0.983596,0.865651
FABP4,0.947158,1.0205,0.650762,1.05546,0.91121,1.06223,0.997914,1.01378
FABP6,0.838605,0.942319,0.99104,1.0018,0.975559,1.02351,0.997914,1.02243
FABP7,0.548948,0.813711,0.861656,0.969943,0.901743,0.922005,0.997914,1.02445
FABP9,0.918934,0.982009,0.924954,0.991214,0.978576,0.988726,0.992352,0.964083
FADD,0.915061,0.96797,0.0133473,1.26101,0.938025,1.04993,0.9684,1.09808
FADS1,0.844362,1.10999,0.67234,1.11384,0.858541,1.20403,0.997914,1.03996
FADS2,0.952962,1.01863,0.17319,0.877209,0.830283,1.10732,0.498214,1.24267
FADS2,0.968358,0.971236,0.753551,1.09522,0.830789,1.2581,0.998861,0.986888
FADS3,0.964287,0.985038,0.304487,1.11304,0.872748,0.92041,0.993753,0.950247
FADS6,0.571693,0.87548,0.317485,0.908044,0.886693,0.932925,0.888045,0.890088
FAF1,0.683915,1.12058,0.469919,0.909314,0.977829,1.02288,0.997914,1.02421
FAF2,0.58058,1.22678,0.0825948,1.27221,0.990302,0.988157,0.975348,1.13464
FAH,0.776013,0.915979,0.323581,0.877207,0.90335,0.920521,0.993745,0.933937
FAHD1,0.882924,1.08618,0.315926,0.807116,0.978576,0.962577,0.997914,0.973744
FAHD2A,0.668903,0.837808,0.0945825,0.758917,0.740441,0.791246,0.993717,0.904622
FAIM,0.566803,1.21636,0.324724,0.874121,0.941739,1.05791,0.938408,1.1489
FAIM2,0.55077,0.826583,0.714208,0.948259,0.726316,0.851684,0.997914,0.962088
FAM101A,0.523416,0.811861,0.82476,0.968194,0.853524,0.90617,0.918059,0.885637
FAM102A,0.888248,1.05668,4.08E-06,0.56122,0.78932,0.843245,0.984213,0.902927
FAM104A,0.571336,1.10593,0.31556,0.929591,0.981999,0.988597,0.922033,1.08209
FAM104B,0.878749,1.03846,1.88E-07,0.653538,0.664352,0.865163,0.991267,0.945198
FAM105A,0.592697,1.17468,0.993335,1.00145,0.881303,1.09941,0.977537,1.10723
FAM106A,0.555148,0.782348,0.623538,0.913594,0.995608,0.995186,0.997914,0.975019
FAM107A,0.976158,1.01646,0.676871,1.08431,0.994593,0.993393,0.997914,0.957908
FAM107B,0.62127,1.13746,0.000210578,0.706198,0.693055,0.849674,0.997914,1.03277
FAM109A,0.942033,0.975699,0.375403,1.10771,0.971645,1.02518,0.997914,0.985288
FAM110A,0.929052,0.956463,0.30917,0.838685,0.779594,1.22701,0.937216,0.835818
FAM110B,0.846066,0.920031,0.547594,1.12246,0.983285,1.02583,0.997914,0.961176
FAM110D,0.577844,0.849077,0.843182,0.96803,0.99015,1.00987,0.988858,0.926649
FAM111A,0.798837,1.08656,0.114936,1.21954,0.994674,1.00558,0.997914,0.964304
FAM111B,0.579203,1.32111,0.530564,1.15474,0.77126,1.28519,0.697719,1.42715
FAM114A1,0.556605,1.20903,0.000219615,1.46666,0.840021,1.12628,0.995966,1.05173
FAM114A2,0.65899,1.15635,0.246564,1.17668,0.964004,1.03998,0.968655,1.1302
FAM117A,0.944708,0.977587,3.56E-06,0.650448,0.834256,0.898264,0.993745,0.94731
FAM117B,0.64873,1.15058,0.0141162,0.752763,0.99015,1.01161,0.993745,0.932511
FAM118A,0.916683,1.05196,0.555247,0.892156,0.947719,1.06633,0.998347,1.01246
FAM118B,0.604199,1.15428,0.310818,1.12722,0.685615,1.19058,0.997914,1.03077
FAM120A,0.831109,1.04772,0.751479,0.965038,0.991493,1.0062,0.9815,0.934152
FAM120AOS,0.835776,0.968984,0.817513,1.01903,0.642663,0.90616,0.949255,0.941835
FAM120B,0.571693,1.10978,0.674295,1.03847,0.927472,1.03879,0.983596,1.05775
FAM122A,0.57962,1.12909,0.321197,1.09442,0.916134,1.05253,0.983596,1.06969
FAM122B,0.828915,1.07654,0.485572,0.899761,0.981747,0.977659,0.997914,1.03468
FAM122C,0.879001,0.947445,0.0392708,1.27847,0.865811,0.892359,0.997914,0.986523
FAM124A,0.55836,0.862712,0.5579,1.06597,0.992096,0.994407,0.997914,0.990999
FAM124B,0.952164,0.979739,0.0516156,0.825124,0.640712,0.837099,0.999268,0.99895
